sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
263,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6218,"1,00,00,000",691,3300196
264,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6224,"1,00,00,000",691,3300196
265,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4585,"1,00,00,000",691,3300196
266,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6229,"1,00,00,000",691,3300196
267,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4575,"1,00,00,000",691,3300196
268,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6223,"1,00,00,000",691,3300196
269,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6250,"1,00,00,000",691,3300196
270,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4594,"1,00,00,000",691,3300196
271,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6201,"1,00,00,000",691,3300196
272,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6205,"1,00,00,000",691,3300196
273,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6208,"1,00,00,000",691,3300196
274,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4561,"1,00,00,000",691,3300196
275,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4595,"1,00,00,000",691,3300196
276,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6220,"1,00,00,000",691,3300196
277,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4583,"1,00,00,000",691,3300196
278,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6212,"1,00,00,000",691,3300196
279,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6219,"1,00,00,000",691,3300196
280,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6239,"1,00,00,000",691,3300196
281,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6234,"1,00,00,000",691,3300196
282,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6235,"1,00,00,000",691,3300196
283,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6244,"1,00,00,000",691,3300196
284,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4593,"1,00,00,000",691,3300196
285,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6237,"1,00,00,000",691,3300196
286,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6209,"1,00,00,000",691,3300196
287,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5708,"1,00,00,000",691,3300196
288,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5712,"1,00,00,000",691,3300196
289,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5717,"1,00,00,000",691,3300196
290,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5720,"1,00,00,000",691,3300196
291,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5704,"1,00,00,000",691,3300196
292,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5722,"1,00,00,000",691,3300196
293,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6832,"10,00,000",691,3300196
294,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6838,"10,00,000",691,3300196
295,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6840,"10,00,000",691,3300196
296,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6836,"10,00,000",691,3300196
297,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6834,"10,00,000",691,3300196
298,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12449,"10,00,000",691,3627829
299,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12415,"10,00,000",691,3627829
300,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12469,"10,00,000",691,3627829
301,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12435,"10,00,000",691,3627829
302,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12473,"10,00,000",691,3627829
303,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12403,"10,00,000",691,3627829
304,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12413,"10,00,000",691,3627829
305,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12417,"10,00,000",691,3627829
306,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12465,"10,00,000",691,3627829
307,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12409,"10,00,000",691,3627829
308,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12433,"10,00,000",691,3627829
309,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12445,"10,00,000",691,3627829
310,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12459,"10,00,000",691,3627829
311,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12425,"10,00,000",691,3627829
312,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12437,"10,00,000",691,3627829
313,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12471,"10,00,000",691,3627829
314,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12405,"10,00,000",691,3627829
315,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12411,"10,00,000",691,3627829
316,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12439,"10,00,000",691,3627829
317,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12447,"10,00,000",691,3627829
318,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12455,"10,00,000",691,3627829
319,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12429,"10,00,000",691,3627829
320,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12431,"10,00,000",691,3627829
321,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12461,"10,00,000",691,3627829
322,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12441,"10,00,000",691,3627829
323,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12463,"10,00,000",691,3627829
324,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12467,"10,00,000",691,3627829
325,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12453,"10,00,000",691,3627829
326,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12475,"10,00,000",691,3627829
327,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12407,"10,00,000",691,3627829
328,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12457,"10,00,000",691,3627829
329,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12477,"10,00,000",691,3627829
330,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12451,"10,00,000",691,3627829
331,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12479,"10,00,000",691,3627829
332,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12421,"10,00,000",691,3627829
333,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12423,"10,00,000",691,3627829
334,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12443,"10,00,000",691,3627829
335,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12419,"10,00,000",691,3627829
336,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12427,"10,00,000",691,3627829
337,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12408,"10,00,000",691,3627829
338,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12398,"10,00,000",691,3627829
339,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12394,"10,00,000",691,3627829
340,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12402,"10,00,000",691,3627829
341,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12396,"10,00,000",691,3627829
342,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12390,"10,00,000",691,3627829
343,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12406,"10,00,000",691,3627829
344,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12404,"10,00,000",691,3627829
345,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12392,"10,00,000",691,3627829
346,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12400,"10,00,000",691,3627829
347,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12472,"10,00,000",691,3627829
348,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12480,"10,00,000",691,3627829
349,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12476,"10,00,000",691,3627829
350,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12474,"10,00,000",691,3627829
351,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12478,"10,00,000",691,3627829
352,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12468,"10,00,000",691,3627829
353,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12484,"10,00,000",691,3627829
354,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12482,"10,00,000",691,3627829
355,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12470,"10,00,000",691,3627829
356,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,888,"10,00,000",691,3300196
357,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,876,"10,00,000",691,3300196
358,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,883,"10,00,000",691,3300196
359,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,886,"10,00,000",691,3300196
360,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,880,"10,00,000",691,3300196
361,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,894,"10,00,000",691,3300196
362,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,898,"10,00,000",691,3300196
363,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,896,"10,00,000",691,3300196
364,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,892,"10,00,000",691,3300196
365,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,890,"10,00,000",691,3300196
366,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,776,"10,00,000",691,3300196
367,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,780,"10,00,000",691,3627829
368,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1627,"10,00,000",691,3300196
369,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1644,"10,00,000",691,3300196
370,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1633,"10,00,000",691,3300196
371,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1646,"10,00,000",691,3300196
372,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1636,"10,00,000",691,3300196
373,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11275,"10,00,000",691,3300196
374,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11276,"10,00,000",691,3300196
375,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11274,"10,00,000",691,3300196
376,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11279,"10,00,000",691,3300196
377,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11280,"10,00,000",691,3300196
378,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11278,"10,00,000",691,3300196
379,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11266,"10,00,000",691,3300196
380,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11272,"10,00,000",691,3300196
381,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11273,"10,00,000",691,3300196
382,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11271,"10,00,000",691,3300196
383,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10835,"10,00,000",691,3300196
384,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10834,"10,00,000",691,3300196
385,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10837,"10,00,000",691,3627829
386,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10833,"10,00,000",691,3300196
387,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10836,"10,00,000",691,3300196
388,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10872,"10,00,000",691,3300196
389,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10875,"10,00,000",691,3300196
390,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10851,"10,00,000",691,3300196
391,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10873,"10,00,000",691,3627829
392,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10874,"10,00,000",691,3300196
393,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11343,"10,00,000",691,3300196
394,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11328,"10,00,000",691,3300196
395,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11342,"10,00,000",691,3300196
396,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11346,"10,00,000",691,3300196
397,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11330,"10,00,000",691,3300196
398,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11339,"10,00,000",691,3300196
399,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11329,"10,00,000",691,3300196
400,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11347,"10,00,000",691,3300196
401,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11331,"10,00,000",691,3300196
402,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11335,"10,00,000",691,3300196
403,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11340,"10,00,000",691,3300196
404,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11344,"10,00,000",691,3627829
405,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11336,"10,00,000",691,3300196
406,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11338,"10,00,000",691,3300196
407,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11334,"10,00,000",691,3300196
408,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11341,"10,00,000",691,3300196
409,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11327,"10,00,000",691,3300196
410,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11332,"10,00,000",691,3300196
411,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11345,"10,00,000",691,3300196
412,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11333,"10,00,000",691,3300196
413,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10538,"10,00,000",691,3300196
414,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10547,"10,00,000",691,3300196
415,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10542,"10,00,000",691,3300196
416,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10544,"10,00,000",691,3300196
417,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10549,"10,00,000",691,3300196
418,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10510,"10,00,000",691,3300196
419,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10506,"10,00,000",691,3300196
420,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10508,"10,00,000",691,3300196
421,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10502,"10,00,000",691,3300196
422,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10504,"10,00,000",691,3300196
423,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10528,"10,00,000",691,3300196
424,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10536,"10,00,000",691,3300196
425,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10530,"10,00,000",691,3300196
426,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10534,"10,00,000",691,3300196
427,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10525,"10,00,000",691,3300196
428,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10514,"10,00,000",691,3300196
429,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10521,"10,00,000",691,3300196
430,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10512,"10,00,000",691,3300196
431,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10519,"10,00,000",691,3300196
432,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10516,"10,00,000",691,3300196
433,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2124,"1,00,000",691,3627829
434,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2132,"1,00,000",691,3627829
435,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2122,"1,00,000",691,3627829
436,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2126,"1,00,000",691,3627829
437,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2128,"1,00,000",691,3627829
438,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2134,"1,00,000",691,3627829
439,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2130,"1,00,000",691,3627829
440,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2136,"1,00,000",691,3627829
441,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2140,"1,00,000",691,3627829
442,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2138,"1,00,000",691,3627829
443,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2149,"1,00,000",691,3627829
444,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2131,"1,00,000",691,3627829
445,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2145,"1,00,000",691,3627829
446,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2135,"1,00,000",691,3627829
447,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2141,"1,00,000",691,3627829
448,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2137,"1,00,000",691,3627829
449,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2139,"1,00,000",691,3627829
450,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2143,"1,00,000",691,3627829
451,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2133,"1,00,000",691,3627829
452,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2147,"1,00,000",691,3627829
453,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3056,"1,00,000",691,3300196
454,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3059,"1,00,000",691,3300196
455,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3064,"1,00,000",691,3300196
456,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3053,"1,00,000",691,3300196
457,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3062,"1,00,000",691,3300196
458,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3101,"1,00,000",691,3300196
459,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3102,"1,00,000",691,3300196
460,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3106,"1,00,000",691,3300196
461,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3105,"1,00,000",691,3300196
462,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3103,"1,00,000",691,3300196
463,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2586,"1,00,00,000",691,3627829
464,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2603,"1,00,00,000",691,3627829
465,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5253,"1,00,00,000",691,3627829
466,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5252,"1,00,00,000",691,3627829
467,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5255,"1,00,00,000",691,3627829
468,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5251,"1,00,00,000",691,3627829
469,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5254,"1,00,00,000",691,3627829
470,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5257,"1,00,00,000",691,3627829
471,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5258,"1,00,00,000",691,3627829
472,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11010,"10,00,000",691,3300196
473,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11004,"10,00,000",691,3300196
474,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11006,"10,00,000",691,3300196
475,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11002,"10,00,000",691,3300196
476,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11008,"10,00,000",691,3300196
477,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,772,"10,00,000",691,3300196
478,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,774,"10,00,000",691,3300196
479,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,770,"10,00,000",691,3300196
480,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,766,"10,00,000",691,3300196
481,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,768,"10,00,000",691,3300196
482,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7523,"10,00,000",691,3300196
483,2019-04-12,SHIVSENA,*******4444,OC,6639,"1,00,00,000",300,6283527
484,2019-04-12,SHIVSENA,*******4444,OC,6633,"1,00,00,000",300,6283527
485,2019-04-12,SHIVSENA,*******4444,TL,6859,"10,00,000",300,6283527
486,2019-04-12,SHIVSENA,*******4444,TL,6857,"10,00,000",300,6283527
487,2019-04-12,SHIVSENA,*******4444,TL,6861,"10,00,000",300,6283527
488,2019-04-12,SHIVSENA,*******4444,TL,6853,"10,00,000",300,6283527
489,2019-04-12,SHIVSENA,*******4444,TL,6855,"10,00,000",300,6283527
490,2019-04-12,SHIVSENA,*******4444,TL,12332,"10,00,000",300,6283527
491,2019-04-12,SHIVSENA,*******4444,TL,12330,"10,00,000",300,6283527
492,2019-04-12,SHIVSENA,*******4444,TL,12428,"10,00,000",300,6283527
493,2019-04-12,SHIVSENA,*******4444,TL,12426,"10,00,000",300,6283527
494,2019-04-12,SHIVSENA,*******4444,TL,12424,"10,00,000",300,6283527
495,2019-04-12,SHIVSENA,*******4444,TL,12430,"10,00,000",300,6283527
496,2019-04-12,SHIVSENA,*******4444,TL,12422,"10,00,000",300,6283527
497,2019-04-12,SHIVSENA,*******4444,TL,12490,"10,00,000",300,6283527
498,2019-04-12,SHIVSENA,*******4444,TL,12486,"10,00,000",300,6283527
499,2019-04-12,SHIVSENA,*******4444,TL,12495,"10,00,000",300,6283527
500,2019-04-12,SHIVSENA,*******4444,TL,12488,"10,00,000",300,6283527
501,2019-04-12,SHIVSENA,*******4444,TL,12499,"10,00,000",300,6283527
502,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12011,"10,00,000",847,3367975
503,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12009,"10,00,000",847,3367975
504,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12030,"10,00,000",847,3367975
505,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4272,"1,00,00,000",847,3367975
506,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4536,"1,00,00,000",847,3367975
507,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4526,"1,00,00,000",847,3367975
508,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4538,"1,00,00,000",847,3367975
509,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4518,"1,00,00,000",847,3367975
510,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,5353,"1,00,00,000",847,3367975
511,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7536,"10,00,000",847,3367975
512,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7538,"10,00,000",847,3367975
513,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23624,"1,00,000",847,3367975
514,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23620,"1,00,000",847,3367975
515,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23618,"1,00,000",847,3367975
516,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23622,"1,00,000",847,3367975
517,2019-04-12,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23626,"1,00,000",847,3367975
518,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,162,"1,00,000",800,2770121
519,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,187,"1,00,000",800,2770121
520,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,174,"1,00,000",800,2770121
521,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,179,"1,00,000",800,2770121
522,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,165,"1,00,000",800,2770121
523,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4314,"1,00,00,000",691,4567455
524,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4318,"1,00,00,000",691,4567455
525,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4316,"1,00,00,000",691,4567455
526,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3676,"1,00,00,000",691,4567455
