sl_no,date_of_encashment,party_name,party_acc_no,prefix,bond_no,denom,pay_branch_code,pay_teller
13214,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13288,"10,00,000",691,5972302
13215,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13646,"10,00,000",691,5972302
13216,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13644,"10,00,000",691,5972302
13217,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13648,"10,00,000",691,5972302
13218,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2247,"1,00,000",691,5972302
13219,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2249,"1,00,000",691,5972302
13220,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2259,"1,00,000",691,5972302
13221,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2261,"1,00,000",691,5972302
13222,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2263,"1,00,000",691,5972302
13223,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2245,"1,00,000",691,5972302
13224,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2255,"1,00,000",691,5972302
13225,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2251,"1,00,000",691,5972302
13226,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2253,"1,00,000",691,5972302
13227,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2257,"1,00,000",691,5972302
13228,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28707,"1,00,000",691,5972302
13229,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28709,"1,00,000",691,5972302
13230,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28711,"1,00,000",691,5972302
13231,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28721,"1,00,000",691,5972302
13232,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28727,"1,00,000",691,5972302
13233,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28725,"1,00,000",691,5972302
13234,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28723,"1,00,000",691,5972302
13235,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28713,"1,00,000",691,5972302
13236,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28717,"1,00,000",691,5972302
13237,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28719,"1,00,000",691,5972302
13238,2023-01-27,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28715,"1,00,000",691,5972302
13239,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11536,"1,00,00,000",1,3490777
13240,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11542,"1,00,00,000",1,3490777
13241,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11540,"1,00,00,000",1,3490777
13242,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11538,"1,00,00,000",1,3490777
13243,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11544,"1,00,00,000",1,3490777
13244,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11530,"1,00,00,000",1,3490777
13245,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11528,"1,00,00,000",1,3490777
13246,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11532,"1,00,00,000",1,3490777
13247,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11534,"1,00,00,000",1,3490777
13248,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11526,"1,00,00,000",1,3490777
13249,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11504,"1,00,00,000",1,3490777
13250,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11502,"1,00,00,000",1,3490777
13251,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11506,"1,00,00,000",1,3490777
13252,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11521,"1,00,00,000",1,3490777
13253,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11523,"1,00,00,000",1,3490777
13254,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10852,"1,00,00,000",1,3490777
13255,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10861,"1,00,00,000",1,3490777
13256,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10794,"1,00,00,000",1,3490777
13257,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10875,"1,00,00,000",1,3490777
13258,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10781,"1,00,00,000",1,3490777
13259,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10855,"1,00,00,000",1,3490777
13260,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10776,"1,00,00,000",1,3490777
13261,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10792,"1,00,00,000",1,3490777
13262,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10864,"1,00,00,000",1,3490777
13263,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10797,"1,00,00,000",1,3490777
13264,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10779,"1,00,00,000",1,3490777
13265,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10866,"1,00,00,000",1,3490777
13266,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10787,"1,00,00,000",1,3490777
13267,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10870,"1,00,00,000",1,3490777
13268,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10868,"1,00,00,000",1,3490777
13269,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10873,"1,00,00,000",1,3490777
13270,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10783,"1,00,00,000",1,3490777
13271,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10790,"1,00,00,000",1,3490777
13272,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10858,"1,00,00,000",1,3490777
13273,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10785,"1,00,00,000",1,3490777
13274,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11581,"1,00,00,000",1,3490777
13275,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11579,"1,00,00,000",1,3490777
13276,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11583,"1,00,00,000",1,3490777
13277,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11585,"1,00,00,000",1,3490777
13278,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14784,"10,00,000",1,3490777
13279,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14778,"10,00,000",1,3490777
13280,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14782,"10,00,000",1,3490777
13281,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14780,"10,00,000",1,3490777
13282,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14776,"10,00,000",1,3490777
13283,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14789,"10,00,000",1,3490777
13284,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14791,"10,00,000",1,3490777
13285,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14783,"10,00,000",1,3490777
13286,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14787,"10,00,000",1,3490777
13287,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14785,"10,00,000",1,3490777
13288,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14861,"10,00,000",1,3490777
13289,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14859,"10,00,000",1,3490777
13290,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14867,"10,00,000",1,3490777
13291,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14865,"10,00,000",1,3490777
13292,2023-01-30,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14863,"10,00,000",1,3490777
13293,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14895,"1,00,00,000",691,5972302
13294,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14891,"1,00,00,000",691,5972302
13295,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14893,"1,00,00,000",691,5972302
13296,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14911,"1,00,00,000",691,5972302
13297,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14919,"1,00,00,000",691,5972302
13298,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14901,"1,00,00,000",691,5972302
13299,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14913,"1,00,00,000",691,5972302
13300,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14915,"1,00,00,000",691,5972302
13301,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14917,"1,00,00,000",691,5972302
13302,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14905,"1,00,00,000",691,5972302
13303,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14903,"1,00,00,000",691,5972302
13304,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14907,"1,00,00,000",691,5972302
13305,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14909,"1,00,00,000",691,5972302
13306,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14899,"1,00,00,000",691,5972302
13307,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14897,"1,00,00,000",691,5972302
13308,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14912,"1,00,00,000",691,5972302
13309,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13616,"1,00,00,000",691,5972302
13310,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13620,"1,00,00,000",691,5972302
13311,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14918,"1,00,00,000",691,5972302
13312,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14924,"1,00,00,000",691,5972302
13313,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13618,"1,00,00,000",691,5972302
13314,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13612,"1,00,00,000",691,5972302
13315,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13614,"1,00,00,000",691,5972302
13316,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13622,"1,00,00,000",691,5972302
13317,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14914,"1,00,00,000",691,5972302
13318,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14922,"1,00,00,000",691,5972302
13319,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13610,"1,00,00,000",691,5972302
13320,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14920,"1,00,00,000",691,5972302
13321,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13608,"1,00,00,000",691,5972302
13322,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,14916,"1,00,00,000",691,5972302
13323,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11598,"1,00,00,000",691,5972302
13324,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11624,"1,00,00,000",691,5972302
13325,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11594,"1,00,00,000",691,5972302
13326,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11600,"1,00,00,000",691,5972302
13327,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11588,"1,00,00,000",691,5972302
13328,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11596,"1,00,00,000",691,5972302
13329,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11614,"1,00,00,000",691,5972302
13330,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11610,"1,00,00,000",691,5972302
13331,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11590,"1,00,00,000",691,5972302
13332,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11592,"1,00,00,000",691,5972302
13333,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11604,"1,00,00,000",691,5972302
13334,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11612,"1,00,00,000",691,5972302
13335,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11620,"1,00,00,000",691,5972302
13336,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11586,"1,00,00,000",691,5972302
13337,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11616,"1,00,00,000",691,5972302
13338,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11618,"1,00,00,000",691,5972302
13339,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11622,"1,00,00,000",691,5972302
13340,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11602,"1,00,00,000",691,5972302
13341,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11608,"1,00,00,000",691,5972302
13342,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11606,"1,00,00,000",691,5972302
13343,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11547,"1,00,00,000",691,5972302
13344,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11541,"1,00,00,000",691,5972302
13345,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11543,"1,00,00,000",691,5972302
13346,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11569,"1,00,00,000",691,5972302
13347,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11553,"1,00,00,000",691,5972302
13348,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11573,"1,00,00,000",691,5972302
13349,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11539,"1,00,00,000",691,5972302
13350,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11571,"1,00,00,000",691,5972302
13351,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11533,"1,00,00,000",691,5972302
13352,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11535,"1,00,00,000",691,5972302
13353,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11551,"1,00,00,000",691,5972302
13354,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11537,"1,00,00,000",691,5972302
13355,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11529,"1,00,00,000",691,5972302
13356,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11557,"1,00,00,000",691,5972302
13357,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11531,"1,00,00,000",691,5972302
13358,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11563,"1,00,00,000",691,5972302
13359,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11545,"1,00,00,000",691,5972302
13360,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11527,"1,00,00,000",691,5972302
13361,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11575,"1,00,00,000",691,5972302
13362,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11567,"1,00,00,000",691,5972302
13363,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11555,"1,00,00,000",691,5972302
13364,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11559,"1,00,00,000",691,5972302
13365,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11561,"1,00,00,000",691,5972302
13366,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11549,"1,00,00,000",691,5972302
13367,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,11565,"1,00,00,000",691,5972302
13368,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13803,"1,00,00,000",691,5972302
13369,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12678,"1,00,00,000",691,5972302
13370,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12696,"1,00,00,000",691,5972302
13371,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12662,"1,00,00,000",691,5972302
13372,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12684,"1,00,00,000",691,5972302
13373,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12686,"1,00,00,000",691,5972302
13374,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12698,"1,00,00,000",691,5972302
13375,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12676,"1,00,00,000",691,5972302
13376,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12672,"1,00,00,000",691,5972302
13377,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12674,"1,00,00,000",691,5972302
13378,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12690,"1,00,00,000",691,5972302
13379,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12660,"1,00,00,000",691,5972302
13380,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12668,"1,00,00,000",691,5972302
13381,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12688,"1,00,00,000",691,5972302
13382,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12682,"1,00,00,000",691,5972302
13383,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12670,"1,00,00,000",691,5972302
13384,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12666,"1,00,00,000",691,5972302
13385,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12680,"1,00,00,000",691,5972302
13386,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12700,"1,00,00,000",691,5972302
13387,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12692,"1,00,00,000",691,5972302
13388,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12694,"1,00,00,000",691,5972302
13389,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12664,"1,00,00,000",691,5972302
13390,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13801,"1,00,00,000",691,5972302
13391,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,12658,"1,00,00,000",691,5972302
13392,2023-01-30,BHARATIYA JANATA PARTY,*******8244,OC,13806,"1,00,00,000",691,5972302
13393,2023-01-31,BHARAT RASHTRA SAMITHI,*******7477,OL,23776,"1,00,000",847,3889823
13394,2023-01-31,BHARAT RASHTRA SAMITHI,*******7477,OL,23782,"1,00,000",847,3889823
13395,2023-01-31,BHARAT RASHTRA SAMITHI,*******7477,OL,23778,"1,00,000",847,3889823
13396,2023-01-31,BHARAT RASHTRA SAMITHI,*******7477,OL,23780,"1,00,000",847,3889823
13397,2023-01-31,BHARAT RASHTRA SAMITHI,*******7477,OL,23774,"1,00,000",847,3889823
13398,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12923,"1,00,00,000",847,3889823
13399,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12915,"1,00,00,000",847,3889823
13400,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12919,"1,00,00,000",847,3889823
13401,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12917,"1,00,00,000",847,3889823
13402,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12921,"1,00,00,000",847,3889823
13403,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12433,"1,00,00,000",847,3889823
13404,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12447,"1,00,00,000",847,3889823
13405,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12443,"1,00,00,000",847,3889823
13406,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12435,"1,00,00,000",847,3889823
13407,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12445,"1,00,00,000",847,3889823
13408,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12437,"1,00,00,000",847,3889823
13409,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12441,"1,00,00,000",847,3889823
13410,2023-01-31,TELUGU DESAM PARTY,*******3067,OC,12439,"1,00,00,000",847,3889823
13411,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10742,"1,00,00,000",1,3490777
13412,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10738,"1,00,00,000",1,3490777
13413,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10754,"1,00,00,000",1,3490777
13414,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10745,"1,00,00,000",1,3490777
13415,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10732,"1,00,00,000",1,3490777
13416,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10734,"1,00,00,000",1,3490777
13417,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10771,"1,00,00,000",1,3490777
13418,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10751,"1,00,00,000",1,3490777
13419,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10730,"1,00,00,000",1,3490777
13420,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10747,"1,00,00,000",1,3490777
13421,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10726,"1,00,00,000",1,3490777
13422,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10728,"1,00,00,000",1,3490777
13423,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10766,"1,00,00,000",1,3490777
13424,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10736,"1,00,00,000",1,3490777
13425,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10760,"1,00,00,000",1,3490777
13426,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11593,"1,00,00,000",1,3490777
13427,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11591,"1,00,00,000",1,3490777
13428,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11587,"1,00,00,000",1,3490777
13429,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11595,"1,00,00,000",1,3490777
13430,2023-02-01,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,11589,"1,00,00,000",1,3490777
13431,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,4853,"1,00,00,000",691,5972302
13432,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,4854,"1,00,00,000",691,5972302
13433,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,4855,"1,00,00,000",691,5972302
13434,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,4852,"1,00,00,000",691,5972302
13435,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,4851,"1,00,00,000",691,5972302
13436,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12906,"1,00,00,000",691,5972302
13437,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12924,"1,00,00,000",691,5972302
13438,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12902,"1,00,00,000",691,5972302
13439,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12932,"1,00,00,000",691,5972302
13440,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12908,"1,00,00,000",691,5972302
13441,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12946,"1,00,00,000",691,5972302
13442,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12422,"1,00,00,000",691,5972302
13443,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12912,"1,00,00,000",691,5972302
13444,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12944,"1,00,00,000",691,5972302
13445,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12934,"1,00,00,000",691,5972302
13446,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12429,"1,00,00,000",691,5972302
13447,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12926,"1,00,00,000",691,5972302
13448,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12938,"1,00,00,000",691,5972302
13449,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12942,"1,00,00,000",691,5972302
13450,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12904,"1,00,00,000",691,5972302
13451,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12930,"1,00,00,000",691,5972302
13452,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12928,"1,00,00,000",691,5972302
13453,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12925,"1,00,00,000",691,5972302
13454,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12920,"1,00,00,000",691,5972302
13455,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12449,"1,00,00,000",691,5972302
13456,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12918,"1,00,00,000",691,5972302
13457,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12431,"1,00,00,000",691,5972302
13458,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12936,"1,00,00,000",691,5972302
13459,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12916,"1,00,00,000",691,5972302
13460,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12922,"1,00,00,000",691,5972302
13461,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12424,"1,00,00,000",691,5972302
13462,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12950,"1,00,00,000",691,5972302
13463,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12940,"1,00,00,000",691,5972302
13464,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12948,"1,00,00,000",691,5972302
13465,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12914,"1,00,00,000",691,5972302
13466,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12427,"1,00,00,000",691,5972302
13467,2023-02-01,BHARATIYA JANATA PARTY,*******8244,OC,12910,"1,00,00,000",691,5972302
13468,2023-02-01,BIJU JANATA DAL,*******4340,OC,11517,"1,00,00,000",41,4609514
